REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
MAR2015,Alberta,"Household operations, furnishings and equipment",118.1,3.2
MAR2015,Alberta,Clothing and footwear,97.1,0.9
MAR2015,Alberta,Transportation,127.1,-3.6
MAR2015,Alberta,Health and personal care,128.7,1.1
MAR2015,Alberta,"Recreation, education and reading",108.9,1.9
MAR2015,Alberta,Alcoholic beverages and tobacco products,147.2,2.2
MAR2015,Alberta,Energy,142.8,-26.6
APR2015,Alberta,All-items,133.1,0.7
APR2015,Alberta,Food,138.3,3.8
APR2015,Alberta,Shelter,162.1,0.4
APR2015,Alberta,"Household operations, furnishings and equipment",118.1,2.8
APR2015,Alberta,Clothing and footwear,96.8,-0.4
APR2015,Alberta,Transportation,128,-3.1
APR2015,Alberta,Health and personal care,128.3,-0.1
APR2015,Alberta,"Recreation, education and reading",108.2,0.8
APR2015,Alberta,Alcoholic beverages and tobacco products,151.6,4.8
APR2015,Alberta,Energy,144.2,-18.0
MAY2015,Alberta,All-items,133.6,0.6
MAY2015,Alberta,Food,139.6,3.7
MAY2015,Alberta,Shelter,160.6,-1.0
MAY2015,Alberta,"Household operations, furnishings and equipment",117.8,2.3
MAY2015,Alberta,Clothing and footwear,96.3,0.9
MAY2015,Alberta,Transportation,129.1,-2.3
MAY2015,Alberta,Health and personal care,129.7,0.6
MAY2015,Alberta,"Recreation, education and reading",111.3,1.7
MAY2015,Alberta,Alcoholic beverages and tobacco products,152.4,5.2
MAY2015,Alberta,Energy,141,-20.6
JUN2015,Alberta,All-items,134.5,1.7
JUN2015,Alberta,Food,139.7,3.8
JUN2015,Alberta,Shelter,161.8,1.6
JUN2015,Alberta,"Household operations, furnishings and equipment",119,3.2
JUN2015,Alberta,Clothing and footwear,93.9,-0.3
JUN2015,Alberta,Transportation,131.5,-1.1
JUN2015,Alberta,Health and personal care,129.9,1.2
JUN2015,Alberta,"Recreation, education and reading",112.1,1.6
JUN2015,Alberta,Alcoholic beverages and tobacco products,152.8,5.7
JUN2015,Alberta,Energy,152.7,-9.5
JUL2015,Alberta,All-items,134.6,1.3
JUL2015,Alberta,Food,140,3.7
JUL2015,Alberta,Shelter,163,-0.2
JUL2015,Alberta,"Household operations, furnishings and equipment",119,3.2
JUL2015,Alberta,Clothing and footwear,93.1,0.5
JUL2015,Alberta,Transportation,130.4,-0.7
JUL2015,Alberta,Health and personal care,130,0.9
JUL2015,Alberta,"Recreation, education and reading",112.7,2.2
JUL2015,Alberta,Alcoholic beverages and tobacco products,152.7,5.6
JUL2015,Alberta,Energy,155.9,-13.3
AUG2015,Alberta,All-items,135,1.7
AUG2015,Alberta,Food,140,3.6
AUG2015,Alberta,Shelter,163.6,0.9
AUG2015,Alberta,"Household operations, furnishings and equipment",119.1,2.7
AUG2015,Alberta,Clothing and footwear,93.6,1.2
AUG2015,Alberta,Transportation,131.1,-0.2
AUG2015,Alberta,Health and personal care,130.4,1.7
AUG2015,Alberta,"Recreation, education and reading",113.7,2.6
AUG2015,Alberta,Alcoholic beverages and tobacco products,152.9,5.7
AUG2015,Alberta,Energy,160.8,-7.1
SEP2015,Alberta,All-items,134.6,1.3
SEP2015,Alberta,Food,140.1,3.8
SEP2015,Alberta,Shelter,163.2,0.4
SEP2015,Alberta,"Household operations, furnishings and equipment",119.8,2.9
SEP2015,Alberta,Clothing and footwear,96.9,0.5
SEP2015,Alberta,Transportation,128.1,-1.6
SEP2015,Alberta,Health and personal care,130.2,1.5
SEP2015,Alberta,"Recreation, education and reading",112.8,2.4
SEP2015,Alberta,Alcoholic beverages and tobacco products,153.3,5.9
SEP2015,Alberta,Energy,150.1,-12.6
OCT2015,Alberta,All-items,135.1,1.4
OCT2015,Alberta,Food,140.1,3.9
OCT2015,Alberta,Shelter,164.2,-0.2
OCT2015,Alberta,"Household operations, furnishings and equipment",120,2.6
OCT2015,Alberta,Clothing and footwear,97.4,1.5
OCT2015,Alberta,Transportation,130.3,-0.5
OCT2015,Alberta,Health and personal care,130.1,2.2
OCT2015,Alberta,"Recreation, education and reading",110.7,2.1
OCT2015,Alberta,Alcoholic beverages and tobacco products,153.6,6.0
OCT2015,Alberta,Energy,152.9,-12.3
NOV2015,Alberta,All-items,134.7,2.0
NOV2015,Alberta,Food,140.9,3.4
NOV2015,Alberta,Shelter,163.6,0.6
NOV2015,Alberta,"Household operations, furnishings and equipment",119.6,2.1
NOV2015,Alberta,Clothing and footwear,96.8,3.1
NOV2015,Alberta,Transportation,129.1,0.6
NOV2015,Alberta,Health and personal care,131.8,2.6
NOV2015,Alberta,"Recreation, education and reading",109.3,2.3
NOV2015,Alberta,Alcoholic beverages and tobacco products,157.3,8.3
NOV2015,Alberta,Energy,144.5,-8.1
DEC2015,Alberta,All-items,133.5,1.5
DEC2015,Alberta,Food,141.5,3.7
DEC2015,Alberta,Shelter,163.4,-0.1
DEC2015,Alberta,"Household operations, furnishings and equipment",118.9,2.0
DEC2015,Alberta,Clothing and footwear,91.8,0.3
DEC2015,Alberta,Transportation,126.9,1.2
DEC2015,Alberta,Health and personal care,131.3,2.5
DEC2015,Alberta,"Recreation, education and reading",107.8,1.0
DEC2015,Alberta,Alcoholic beverages and tobacco products,157.7,8.7
DEC2015,Alberta,Energy,135.4,-9.9
JAN2016,Alberta,All-items,133.7,2.1
JAN2016,Alberta,Food,143.7,4.0
JAN2016,Alberta,Shelter,163.1,-0.5
JAN2016,Alberta,"Household operations, furnishings and equipment",119.6,2.5
JAN2016,Alberta,Clothing and footwear,90.9,-0.5
JAN2016,Alberta,Transportation,126.7,3.5
JAN2016,Alberta,Health and personal care,132.1,2.6
JAN2016,Alberta,"Recreation, education and reading",107.2,1.7
JAN2016,Alberta,Alcoholic beverages and tobacco products,158.2,8.7
JAN2016,Alberta,Energy,129.1,-6.8
FEB2016,Alberta,All-items,133.8,1.4
FEB2016,Alberta,Food,142.7,3.2
FEB2016,Alberta,Shelter,163.7,0.7
FEB2016,Alberta,"Household operations, furnishings and equipment",120.9,2.6
FEB2016,Alberta,Clothing and footwear,91.1,-2.3
FEB2016,Alberta,Transportation,124.8,0.4
FEB2016,Alberta,Health and personal care,131.6,1.9
FEB2016,Alberta,"Recreation, education and reading",109.3,0.5
FEB2016,Alberta,Alcoholic beverages and tobacco products,159.7,9.1
FEB2016,Alberta,Energy,123.7,-11.7
MAR2016,Alberta,All-items,135,1.5
MAR2016,Alberta,Food,142.2,2.8
MAR2016,Alberta,Shelter,162.7,0.2
MAR2016,Alberta,"Household operations, furnishings and equipment",121.3,2.7
MAR2016,Alberta,Clothing and footwear,95.5,-1.6
MAR2016,Alberta,Transportation,128.7,1.3
MAR2016,Alberta,Health and personal care,131.7,2.3
MAR2016,Alberta,"Recreation, education and reading",110.5,1.5
MAR2016,Alberta,Alcoholic beverages and tobacco products,159.7,8.5
MAR2016,Alberta,Energy,131.8,-7.7
APR2016,Alberta,All-items,135.1,1.5
APR2016,Alberta,Food,142.3,2.9
APR2016,Alberta,Shelter,160.8,-0.8
APR2016,Alberta,"Household operations, furnishings and equipment",121.5,2.9
APR2016,Alberta,Clothing and footwear,96,-0.8
APR2016,Alberta,Transportation,130.6,2.0
APR2016,Alberta,Health and personal care,131.6,2.6
APR2016,Alberta,"Recreation, education and reading",110.5,2.1
APR2016,Alberta,Alcoholic beverages and tobacco products,160,5.5
APR2016,Alberta,Energy,128.9,-10.6
MAY2016,Alberta,All-items,135.6,1.5
MAY2016,Alberta,Food,142.4,2.0
MAY2016,Alberta,Shelter,160.4,-0.1
MAY2016,Alberta,"Household operations, furnishings and equipment",122.1,3.7
MAY2016,Alberta,Clothing and footwear,95.9,-0.4
MAY2016,Alberta,Transportation,132.2,2.4
MAY2016,Alberta,Health and personal care,132,1.8
MAY2016,Alberta,"Recreation, education and reading",111.3,0.0
MAY2016,Alberta,Alcoholic beverages and tobacco products,160.1,5.1
MAY2016,Alberta,Energy,133,-5.7
JUN2016,Alberta,All-items,136.3,1.3
JUN2016,Alberta,Food,142.3,1.9
JUN2016,Alberta,Shelter,161.2,-0.4
JUN2016,Alberta,"Household operations, furnishings and equipment",122.3,2.8
JUN2016,Alberta,Clothing and footwear,93.5,-0.4
JUN2016,Alberta,Transportation,135.6,3.1
JUN2016,Alberta,Health and personal care,132.2,1.8
JUN2016,Alberta,"Recreation, education and reading",111.4,-0.6
JUN2016,Alberta,Alcoholic beverages and tobacco products,160.5,5.0
JUN2016,Alberta,Energy,144.6,-5.3
JUL2016,Alberta,All-items,135.6,0.7
JUL2016,Alberta,Food,142.6,1.9
JUL2016,Alberta,Shelter,162.5,-0.3
JUL2016,Alberta,"Household operations, furnishings and equipment",121.7,2.3
JUL2016,Alberta,Clothing and footwear,91.6,-1.6
JUL2016,Alberta,Transportation,131.3,0.7
JUL2016,Alberta,Health and personal care,132,1.5
JUL2016,Alberta,"Recreation, education and reading",112.2,-0.4
JUL2016,Alberta,Alcoholic beverages and tobacco products,160.9,5.4
JUL2016,Alberta,Energy,139.5,-10.5
AUG2016,Alberta,All-items,135.9,0.7
AUG2016,Alberta,Food,143.2,2.3
AUG2016,Alberta,Shelter,163.1,-0.3
AUG2016,Alberta,"Household operations, furnishings and equipment",121.8,2.3
AUG2016,Alberta,Clothing and footwear,91.6,-2.1
AUG2016,Alberta,Transportation,131.5,0.3
AUG2016,Alberta,Health and personal care,133.3,2.2
AUG2016,Alberta,"Recreation, education and reading",112.2,-1.3
AUG2016,Alberta,Alcoholic beverages and tobacco products,161,5.3
AUG2016,Alberta,Energy,143.5,-10.8
SEP2016,Alberta,All-items,135.3,0.5
SEP2016,Alberta,Food,139.6,-0.4
SEP2016,Alberta,Shelter,162.3,-0.6
SEP2016,Alberta,"Household operations, furnishings and equipment",120.7,0.8
SEP2016,Alberta,Clothing and footwear,96.4,-0.5
SEP2016,Alberta,Transportation,130.9,2.2
SEP2016,Alberta,Health and personal care,132,1.4
SEP2016,Alberta,"Recreation, education and reading",112.5,-0.3
SEP2016,Alberta,Alcoholic beverages and tobacco products,161.4,5.3
SEP2016,Alberta,Energy,139,-7.4
OCT2016,Alberta,All-items,135.8,0.5
OCT2016,Alberta,Food,138.4,-1.2
OCT2016,Alberta,Shelter,163.3,-0.5
OCT2016,Alberta,"Household operations, furnishings and equipment",121.6,1.3
OCT2016,Alberta,Clothing and footwear,98,0.6
OCT2016,Alberta,Transportation,132.4,1.6
OCT2016,Alberta,Health and personal care,132.1,1.5
OCT2016,Alberta,"Recreation, education and reading",111.6,0.8
OCT2016,Alberta,Alcoholic beverages and tobacco products,161.5,5.1
OCT2016,Alberta,Energy,142.9,-6.5
NOV2016,Alberta,All-items,135,0.2
NOV2016,Alberta,Food,139.3,-1.1
NOV2016,Alberta,Shelter,163.5,-0.1
NOV2016,Alberta,"Household operations, furnishings and equipment",121,1.2
NOV2016,Alberta,Clothing and footwear,94.7,-2.2
NOV2016,Alberta,Transportation,129.8,0.5
NOV2016,Alberta,Health and personal care,132,0.2
NOV2016,Alberta,"Recreation, education and reading",111.1,1.6
NOV2016,Alberta,Alcoholic beverages and tobacco products,161.6,2.7
NOV2016,Alberta,Energy,135.7,-6.1
DEC2016,Alberta,All-items,134.9,1.0
DEC2016,Alberta,Food,139.8,-1.2
DEC2016,Alberta,Shelter,163,-0.2
DEC2016,Alberta,"Household operations, furnishings and equipment",121,1.8
DEC2016,Alberta,Clothing and footwear,91.7,-0.1
DEC2016,Alberta,Transportation,131.2,3.4
DEC2016,Alberta,Health and personal care,132.5,0.9
DEC2016,Alberta,"Recreation, education and reading",110.5,2.5
DEC2016,Alberta,Alcoholic beverages and tobacco products,161.5,2.4
DEC2016,Alberta,Energy,137.4,1.5
JAN2017,Alberta,All-items,137,2.5
JAN2017,Alberta,Food,139.9,-2.6
JAN2017,Alberta,Shelter,166.3,2.0
JAN2017,Alberta,"Household operations, furnishings and equipment",120.9,1.1
JAN2017,Alberta,Clothing and footwear,91.5,0.7
JAN2017,Alberta,Transportation,136.5,7.7
JAN2017,Alberta,Health and personal care,133.3,0.9
JAN2017,Alberta,"Recreation, education and reading",112.2,4.7
JAN2017,Alberta,Alcoholic beverages and tobacco products,162.3,2.6
JAN2017,Alberta,Energy,159.5,23.5
FEB2017,Alberta,All-items,136.7,2.2
FEB2017,Alberta,Food,140.6,-1.5
FEB2017,Alberta,Shelter,164.6,0.5
FEB2017,Alberta,"Household operations, furnishings and equipment",120.8,-0.1
FEB2017,Alberta,Clothing and footwear,92.9,2.0
FEB2017,Alberta,Transportation,134.3,7.6
FEB2017,Alberta,Health and personal care,132.8,0.9
FEB2017,Alberta,"Recreation, education and reading",114.6,4.8
FEB2017,Alberta,Alcoholic beverages and tobacco products,163,2.1
FEB2017,Alberta,Energy,146.1,18.1
MAR2017,Alberta,All-items,136.8,1.3
MAR2017,Alberta,Food,141.2,-0.7
MAR2017,Alberta,Shelter,163.6,0.6
MAR2017,Alberta,"Household operations, furnishings and equipment",120.8,-0.4
MAR2017,Alberta,Clothing and footwear,95.7,0.2
MAR2017,Alberta,Transportation,133.5,3.7
MAR2017,Alberta,Health and personal care,133.6,1.4
MAR2017,Alberta,"Recreation, education and reading",115.4,4.4
MAR2017,Alberta,Alcoholic beverages and tobacco products,163.4,2.3
MAR2017,Alberta,Energy,141.8,7.6
APR2017,Alberta,All-items,137.4,1.7
APR2017,Alberta,Food,140.4,-1.3
APR2017,Alberta,Shelter,164.5,2.3
APR2017,Alberta,"Household operations, furnishings and equipment",121.3,-0.2
APR2017,Alberta,Clothing and footwear,96.2,0.2
APR2017,Alberta,Transportation,136,4.1
APR2017,Alberta,Health and personal care,133.2,1.2
APR2017,Alberta,"Recreation, education and reading",114.6,3.7
APR2017,Alberta,Alcoholic beverages and tobacco products,163.6,2.2
APR2017,Alberta,Energy,154.1,19.6
MAY2017,Alberta,All-items,137.2,1.2
MAY2017,Alberta,Food,142,-0.3
MAY2017,Alberta,Shelter,163.6,2.0
MAY2017,Alberta,"Household operations, furnishings and equipment",122.5,0.3
MAY2017,Alberta,Clothing and footwear,95.9,0.0
MAY2017,Alberta,Transportation,134.4,1.7
MAY2017,Alberta,Health and personal care,133.5,1.1
MAY2017,Alberta,"Recreation, education and reading",114.2,2.6
MAY2017,Alberta,Alcoholic beverages and tobacco products,163.9,2.4
MAY2017,Alberta,Energy,145.4,9.3
JUN2017,Alberta,All-items,136.9,0.4
JUN2017,Alberta,Food,142.3,0.0
JUN2017,Alberta,Shelter,163.1,1.2
JUN2017,Alberta,"Household operations, furnishings and equipment",122.7,0.3
JUN2017,Alberta,Clothing and footwear,93.7,0.2
JUN2017,Alberta,Transportation,133.5,-1.5
JUN2017,Alberta,Health and personal care,133,0.6
JUN2017,Alberta,"Recreation, education and reading",114.6,2.9
JUN2017,Alberta,Alcoholic beverages and tobacco products,164.4,2.4
JUN2017,Alberta,Energy,142,-1.8
JUL2017,Alberta,All-items,137,1.0
JUL2017,Alberta,Food,142.8,0.1
JUL2017,Alberta,Shelter,164.2,1.0
JUL2017,Alberta,"Household operations, furnishings and equipment",121.5,-0.2
JUL2017,Alberta,Clothing and footwear,93.9,2.5
JUL2017,Alberta,Transportation,132.9,1.2
JUL2017,Alberta,Health and personal care,134.1,1.6
JUL2017,Alberta,"Recreation, education and reading",114.9,2.4
JUL2017,Alberta,Alcoholic beverages and tobacco products,164.8,2.4
JUL2017,Alberta,Energy,145.8,4.5
AUG2017,Alberta,All-items,137.4,1.1
AUG2017,Alberta,Food,143.1,-0.1
AUG2017,Alberta,Shelter,164.9,1.1
AUG2017,Alberta,"Household operations, furnishings and equipment",121.7,-0.1
AUG2017,Alberta,Clothing and footwear,94.5,3.2
AUG2017,Alberta,Transportation,133.4,1.4
AUG2017,Alberta,Health and personal care,135.3,1.5
AUG2017,Alberta,"Recreation, education and reading",114.2,1.8
AUG2017,Alberta,Alcoholic beverages and tobacco products,165.2,2.6
AUG2017,Alberta,Energy,150.7,5.0
SEP2017,Alberta,All-items,137,1.3
SEP2017,Alberta,Food,142.1,1.8
SEP2017,Alberta,Shelter,163.8,0.9
SEP2017,Alberta,"Household operations, furnishings and equipment",121,0.2
SEP2017,Alberta,Clothing and footwear,96.6,0.2
SEP2017,Alberta,Transportation,133.6,2.1
SEP2017,Alberta,Health and personal care,134.2,1.7
SEP2017,Alberta,"Recreation, education and reading",113.7,1.1
SEP2017,Alberta,Alcoholic beverages and tobacco products,165.6,2.6
SEP2017,Alberta,Energy,147.9,6.4
OCT2017,Alberta,All-items,137.6,1.3
OCT2017,Alberta,Food,141.3,2.1
OCT2017,Alberta,Shelter,164.9,1.0
OCT2017,Alberta,"Household operations, furnishings and equipment",122.4,0.7
OCT2017,Alberta,Clothing and footwear,97.7,-0.3
OCT2017,Alberta,Transportation,135.1,2.0
OCT2017,Alberta,Health and personal care,135.9,2.9
OCT2017,Alberta,"Recreation, education and reading",112.4,0.7
OCT2017,Alberta,Alcoholic beverages and tobacco products,165.6,2.5
OCT2017,Alberta,Energy,149.4,4.5
NOV2017,Alberta,All-items,138.4,2.5
NOV2017,Alberta,Food,142.6,2.4
NOV2017,Alberta,Shelter,165.1,1.0
NOV2017,Alberta,"Household operations, furnishings and equipment",122.8,1.5
NOV2017,Alberta,Clothing and footwear,96.9,2.3
NOV2017,Alberta,Transportation,138.6,6.8
NOV2017,Alberta,Health and personal care,135.2,2.4
NOV2017,Alberta,"Recreation, education and reading",111.6,0.5
NOV2017,Alberta,Alcoholic beverages and tobacco products,165.9,2.7
NOV2017,Alberta,Energy,159.4,17.5
DEC2017,Alberta,All-items,137.6,2.0
DEC2017,Alberta,Food,142.2,1.7
DEC2017,Alberta,Shelter,166.1,1.9
DEC2017,Alberta,"Household operations, furnishings and equipment",120.2,-0.7
DEC2017,Alberta,Clothing and footwear,94.2,2.7
DEC2017,Alberta,Transportation,138,5.2
DEC2017,Alberta,Health and personal care,135.5,2.3
DEC2017,Alberta,"Recreation, education and reading",109.9,-0.5
DEC2017,Alberta,Alcoholic beverages and tobacco products,165.8,2.7
DEC2017,Alberta,Energy,156.2,13.7
JAN2018,Alberta,All-items,138.9,1.4
JAN2018,Alberta,Food,143.7,2.7
JAN2018,Alberta,Shelter,167.1,0.5
JAN2018,Alberta,"Household operations, furnishings and equipment",121.3,0.3
JAN2018,Alberta,Clothing and footwear,92.7,1.3
JAN2018,Alberta,Transportation,140.2,2.7
JAN2018,Alberta,Health and personal care,137,2.8
JAN2018,Alberta,"Recreation, education and reading",111.7,-0.4
JAN2018,Alberta,Alcoholic beverages and tobacco products,166.3,2.5
JAN2018,Alberta,Energy,164.3,3.0
FEB2018,Alberta,All-items,139.7,2.2
FEB2018,Alberta,Food,143,1.7
FEB2018,Alberta,Shelter,167.7,1.9
FEB2018,Alberta,"Household operations, furnishings and equipment",122.2,1.2
FEB2018,Alberta,Clothing and footwear,95.3,2.6
FEB2018,Alberta,Transportation,140.3,4.5
FEB2018,Alberta,Health and personal care,136.4,2.7
FEB2018,Alberta,"Recreation, education and reading",114.8,0.2
FEB2018,Alberta,Alcoholic beverages and tobacco products,168.1,3.1
FEB2018,Alberta,Energy,164,12.3
MAR2018,Alberta,All-items,139.9,2.3
MAR2018,Alberta,Food,143.1,1.3
MAR2018,Alberta,Shelter,166.6,1.8
MAR2018,Alberta,"Household operations, furnishings and equipment",122,1.0
MAR2018,Alberta,Clothing and footwear,96.8,1.1
MAR2018,Alberta,Transportation,141.3,5.8
MAR2018,Alberta,Health and personal care,136.9,2.5
MAR2018,Alberta,"Recreation, education and reading",114.9,-0.4
MAR2018,Alberta,Alcoholic beverages and tobacco products,169,3.4
MAR2018,Alberta,Energy,164.5,16.0
APR2018,Alberta,All-items,140.6,2.3
APR2018,Alberta,Food,142.7,1.6
APR2018,Alberta,Shelter,168.5,2.4
APR2018,Alberta,"Household operations, furnishings and equipment",123.4,1.7
APR2018,Alberta,Clothing and footwear,98,1.9
APR2018,Alberta,Transportation,143.2,5.3
APR2018,Alberta,Health and personal care,136.1,2.2
APR2018,Alberta,"Recreation, education and reading",112.8,-1.6
APR2018,Alberta,Alcoholic beverages and tobacco products,169.6,3.7
APR2018,Alberta,Energy,178.9,16.1
MAY2018,Alberta,All-items,140.7,2.6
MAY2018,Alberta,Food,143,0.7
MAY2018,Alberta,Shelter,166.6,1.8
MAY2018,Alberta,"Household operations, furnishings and equipment",122,-0.4
MAY2018,Alberta,Clothing and footwear,97.3,1.5
MAY2018,Alberta,Transportation,143.4,6.7
MAY2018,Alberta,Health and personal care,137,2.6
MAY2018,Alberta,"Recreation, education and reading",117.4,2.8
MAY2018,Alberta,Alcoholic beverages and tobacco products,169.9,3.7
MAY2018,Alberta,Energy,175.4,20.6
JUN2018,Alberta,All-items,140.7,2.8
JUN2018,Alberta,Food,143.2,0.6
JUN2018,Alberta,Shelter,166.4,2.0
JUN2018,Alberta,"Household operations, furnishings and equipment",122.1,-0.5
JUN2018,Alberta,Clothing and footwear,97.5,4.1
JUN2018,Alberta,Transportation,145.1,8.7
JUN2018,Alberta,Health and personal care,136.6,2.7
JUN2018,Alberta,"Recreation, education and reading",114.4,-0.2
JUN2018,Alberta,Alcoholic beverages and tobacco products,170.7,3.8
JUN2018,Alberta,Energy,172,21.1
JUL2018,Alberta,All-items,141.8,3.5
JUL2018,Alberta,Food,144,0.8
JUL2018,Alberta,Shelter,168.6,2.7
JUL2018,Alberta,"Household operations, furnishings and equipment",121.8,0.2
JUL2018,Alberta,Clothing and footwear,95.7,1.9
JUL2018,Alberta,Transportation,148,11.4
JUL2018,Alberta,Health and personal care,136.7,1.9
JUL2018,Alberta,"Recreation, education and reading",115.9,0.9
JUL2018,Alberta,Alcoholic beverages and tobacco products,170.5,3.5
JUL2018,Alberta,Energy,183.2,25.7
AUG2018,Alberta,All-items,141.6,3.1
AUG2018,Alberta,Food,144.5,1.0
AUG2018,Alberta,Shelter,168.6,2.2
AUG2018,Alberta,"Household operations, furnishings and equipment",121.8,0.1
AUG2018,Alberta,Clothing and footwear,96.2,1.8
AUG2018,Alberta,Transportation,146.8,10.0
AUG2018,Alberta,Health and personal care,137.2,1.4
AUG2018,Alberta,"Recreation, education and reading",115.2,0.9
AUG2018,Alberta,Alcoholic beverages and tobacco products,170.8,3.4
AUG2018,Alberta,Energy,179.6,19.2
SEP2018,Alberta,All-items,141.1,3.0
SEP2018,Alberta,Food,144.4,1.6
SEP2018,Alberta,Shelter,168.6,2.9
SEP2018,Alberta,"Household operations, furnishings and equipment",122.3,1.1
SEP2018,Alberta,Clothing and footwear,98.3,1.8
SEP2018,Alberta,Transportation,143.3,7.3
SEP2018,Alberta,Health and personal care,136.5,1.7
SEP2018,Alberta,"Recreation, education and reading",114.8,1.0
SEP2018,Alberta,Alcoholic beverages and tobacco products,171.3,3.4
SEP2018,Alberta,Energy,180,21.7
OCT2018,Alberta,All-items,141.4,2.8
OCT2018,Alberta,Food,144.5,2.3
OCT2018,Alberta,Shelter,169.5,2.8
OCT2018,Alberta,"Household operations, furnishings and equipment",123.2,0.7
OCT2018,Alberta,Clothing and footwear,98.1,0.4
OCT2018,Alberta,Transportation,144,6.6
OCT2018,Alberta,Health and personal care,136.4,0.4
OCT2018,Alberta,"Recreation, education and reading",113.9,1.3
OCT2018,Alberta,Alcoholic beverages and tobacco products,171.2,3.4
OCT2018,Alberta,Energy,175.3,17.3
NOV2018,Alberta,All-items,140.7,1.7
NOV2018,Alberta,Food,145.3,1.9
NOV2018,Alberta,Shelter,170.7,3.4
NOV2018,Alberta,"Household operations, furnishings and equipment",122.8,0.0
NOV2018,Alberta,Clothing and footwear,96.1,-0.8
NOV2018,Alberta,Transportation,140.8,1.6
NOV2018,Alberta,Health and personal care,135.4,0.1
NOV2018,Alberta,"Recreation, education and reading",112.6,0.9
NOV2018,Alberta,Alcoholic beverages and tobacco products,170.8,3.0
NOV2018,Alberta,Energy,168.3,5.6
DEC2018,Alberta,All-items,140.5,2.1
DEC2018,Alberta,Food,145.6,2.4
DEC2018,Alberta,Shelter,170.9,2.9
DEC2018,Alberta,"Household operations, furnishings and equipment",122.7,2.1
DEC2018,Alberta,Clothing and footwear,94,-0.2
DEC2018,Alberta,Transportation,141.3,2.4
DEC2018,Alberta,Health and personal care,135.9,0.3
DEC2018,Alberta,"Recreation, education and reading",111.3,1.3
DEC2018,Alberta,Alcoholic beverages and tobacco products,170.8,3.0
DEC2018,Alberta,Energy,159.6,2.2
JUN2006,Canada,All-items,109.5,
JUN2006,Canada,Food,109.2,
JUN2006,Canada,Shelter,112.8,
JUN2006,Canada,"Household operations, furnishings and equipment",102.1,
JUN2006,Canada,Clothing and footwear,94.1,
JUN2006,Canada,Transportation,117.3,
JUN2006,Canada,Health and personal care,106.1,
JUN2006,Canada,"Recreation, education and reading",101.3,
JUN2006,Canada,Alcoholic beverages and tobacco products,121.8,
JUN2006,Canada,Energy,138.4,
JUL2006,Canada,All-items,109.6,
JUL2006,Canada,Food,109.2,
JUL2006,Canada,Shelter,113.2,
JUL2006,Canada,"Household operations, furnishings and equipment",101.4,
JUL2006,Canada,Clothing and footwear,93.5,
JUL2006,Canada,Transportation,118.3,
JUL2006,Canada,Health and personal care,105.7,
JUL2006,Canada,"Recreation, education and reading",101.3,
JUL2006,Canada,Alcoholic beverages and tobacco products,121.5,
JUL2006,Canada,Energy,142,
AUG2006,Canada,All-items,109.8,
AUG2006,Canada,Food,109.2,
AUG2006,Canada,Shelter,113.5,
AUG2006,Canada,"Household operations, furnishings and equipment",101.7,
AUG2006,Canada,Clothing and footwear,95.4,
AUG2006,Canada,Transportation,118,
AUG2006,Canada,Health and personal care,105.5,
AUG2006,Canada,"Recreation, education and reading",101.2,
AUG2006,Canada,Alcoholic beverages and tobacco products,121.8,
AUG2006,Canada,Energy,141.7,
SEP2006,Canada,All-items,109.2,
SEP2006,Canada,Food,108.8,
SEP2006,Canada,Shelter,114,
SEP2006,Canada,"Household operations, furnishings and equipment",102.1,
SEP2006,Canada,Clothing and footwear,98.5,
SEP2006,Canada,Transportation,112.8,
SEP2006,Canada,Health and personal care,106,
SEP2006,Canada,"Recreation, education and reading",101.5,
SEP2006,Canada,Alcoholic beverages and tobacco products,122,
SEP2006,Canada,Energy,128.8,
OCT2006,Canada,All-items,109,
OCT2006,Canada,Food,109.2,
OCT2006,Canada,Shelter,114.1,
OCT2006,Canada,"Household operations, furnishings and equipment",102.2,
OCT2006,Canada,Clothing and footwear,97.7,
OCT2006,Canada,Transportation,111.7,
OCT2006,Canada,Health and personal care,106.1,
OCT2006,Canada,"Recreation, education and reading",100.9,
OCT2006,Canada,Alcoholic beverages and tobacco products,122.2,
OCT2006,Canada,Energy,123.8,
NOV2006,Canada,All-items,109.2,
NOV2006,Canada,Food,110.1,
NOV2006,Canada,Shelter,114.1,
NOV2006,Canada,"Household operations, furnishings and equipment",102.2,
NOV2006,Canada,Clothing and footwear,97,
NOV2006,Canada,Transportation,112.7,
NOV2006,Canada,Health and personal care,106.7,
NOV2006,Canada,"Recreation, education and reading",100.5,
NOV2006,Canada,Alcoholic beverages and tobacco products,122.3,
NOV2006,Canada,Energy,123.8,
DEC2006,Canada,All-items,109.4,
DEC2006,Canada,Food,109.9,
DEC2006,Canada,Shelter,114.6,
DEC2006,Canada,"Household operations, furnishings and equipment",102.2,
DEC2006,Canada,Clothing and footwear,93.5,
DEC2006,Canada,Transportation,114.1,
DEC2006,Canada,Health and personal care,106.3,
DEC2006,Canada,"Recreation, education and reading",100.1,
DEC2006,Canada,Alcoholic beverages and tobacco products,123.2,
DEC2006,Canada,Energy,127.1,
JAN2007,Canada,All-items,109.4,
JAN2007,Canada,Food,110.9,
JAN2007,Canada,Shelter,114.8,
JAN2007,Canada,"Household operations, furnishings and equipment",102.4,
JAN2007,Canada,Clothing and footwear,94.2,
